2022-07-04 23:14:06 [main] INFO  o.a.catalina.core.StandardEngine - Starting Servlet engine: [Apache Tomcat/9.0.64]
2022-07-04 23:14:06 [main] INFO  o.a.c.c.C.[Tomcat].[localhost].[/] - Initializing Spring embedded WebApplicationContext
2022-07-04 23:14:06 [main] INFO  o.s.b.w.s.c.ServletWebServerApplicationContext - Root WebApplicationContext: initialization completed in 1905 ms
2022-07-04 23:14:08 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/encrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2022-07-04 23:14:08 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/encrypt/**']
2022-07-04 23:14:08 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/actuator/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2022-07-04 23:14:08 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/actuator/**']
2022-07-04 23:14:08 [main] WARN  o.s.s.c.a.web.builders.WebSecurity - You are asking Spring Security to ignore Ant [pattern='/decrypt/**']. This is not recommended -- please use permitAll via HttpSecurity#authorizeHttpRequests instead.
2022-07-04 23:14:08 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will not secure Ant [pattern='/decrypt/**']
2022-07-04 23:14:08 [main] INFO  o.s.s.web.DefaultSecurityFilterChain - Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@23e3f5cd, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5c931134, org.springframework.security.web.context.SecurityContextPersistenceFilter@f2d890c, org.springframework.security.web.header.HeaderWriterFilter@739265f1, org.springframework.security.web.csrf.CsrfFilter@1c30cb85, org.springframework.security.web.authentication.logout.LogoutFilter@1416ff46, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@76437e9b, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@3d9f0a5, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@1d7eb170, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@71560f51, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@5f025000, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@49c099b, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@5b251fb9, org.springframework.security.web.session.SessionManagementFilter@6acffb2d, org.springframework.security.web.access.ExceptionTranslationFilter@6d6bff89, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@4315c28c]
2022-07-04 23:14:12 [main] INFO  o.a.coyote.http11.Http11NioProtocol - Starting ProtocolHandler ["http-nio-8888"]
2022-07-04 23:14:12 [main] INFO  o.s.b.w.e.tomcat.TomcatWebServer - Tomcat started on port(s): 8888 (http) with context path ''
2022-07-04 23:14:12 [main] INFO  c.m.d.c.s.ConfigServerApplication - Started ConfigServerApplication in 8.827 seconds (JVM running for 9.633)
2022-07-04 23:14:22 [Thread-3] WARN  o.s.c.c.s.e.MultipleJGitEnvironmentRepository - Failed to delete temporary directory on exit: java.nio.file.AccessDeniedException: C:\Users\deepa\AppData\Local\Temp\config-repo-9631853814468445799\.git\objects\pack\pack-663d733f7ed3e8f6935a588d35b929f181ecc400.idx
